0,died caught machines accident occurred victim assigned inspect maintain excavator magnet machine maintenance work carried victim made jump start grappler turn excavator engine suddenly grappler spinning pinned victim grappler excavator
1,died buried accident occurred floor concreting work falsework used supporter two workers buried floor suddenly collapsed fell onto
2,died crushed entrance arch victim four coworkers installing wood plate inside wall entrance arch structure office building sales piece wood put place suddenly structure gate began tilt collapsed onto victim
3,died due mine cavein series avalanche trapped victim mining prior incident
4,died run lorry accident involving employee run lorry riding motorcycle
5,died due explosion boiler accident involving three workers killed result boiler explosion
6,died falling roof victim two coworkers performing roof replacement work roof stepped broken roof fell without chance wear harness height ground roof victim working approximately 10 meters
7,died due electrocution victim died due electrocution believed carrying welding work confined space
8,died struck falling beam incident occured workers performing brick installation work slab suddenly collapsed victim struck falling beam pronounced dead ambulans
9,died crushed object prior incident victim colleagues carrying job binding reinforcement steel cage steel reinforcement cage put designated place prepared binding victim tied cage top climbing cage went cage suddenly roll caused victim fell along cage
10,killed mine explosion three workers died due coal explosion
11,died run roller compaction victim died due struck machinery moves turned believed fell run attempts stop machine
12,died crushed object alleged victims assigned move tunnel form another place believed victim slipped fell floor caused tunnel form fell
13,died falling height victim fell roof roof installation works carried
14,died falling height victim fell ground performing cable pulling job
15,died due contact hot water victim suffered 3rd degree burns splash hot water gushes steriliser opening clutch door
16,died falling height victim colleague dismantling shear wall lift shaft suddenly working platform collapsed fell along victims height approximately 78 meters
17,died struck lightning victim security guard struck lightning walking school gate
18,died falling height accident involving civilian came construction site find job victim found lying site personnel victim believed fallen stairs
19,died falling height incident victims carrying works opening aluminum formwork sets mounted mechanical engineering drain hole 13th floor victim fallen hole height 32 meters
20,died struck lightning victim flagman struck lightning performing job controlling traffic working open area
21,died run forklift incident took place cold room loading unloading works progress victim suddenly entering room move box containing foods time forklift moving backward lifting nestainer result victim struck moving forklift died scene
22,died falling height prior incident victim carrying mold installation works walls openings area fell ground result stepping hollow section height working area ground
23,died due burns victim assigned perform work replacing bricks inside boiler furnace accident occurred furnace collapsed hot ashes spread caught
24,died crushed pallet incident took place removal final product namely tubing wrapping plastic stor container using forklift watched victim time said wrapping plastic tubing pallet slipped fell victim
25,died caught backhoe victim stone crusher backhoes driver assigned work breaking stone hill accident occurred victim reversing vehicle completion work victim fell approximately 20 meters along backhoe found trapped drivers seat
26,died falling height victim found lying floor believed fell place carrying works removing form work
27,died falling height victim assigned repair gear box incline conveyor fell stepped rotten working platform
28,died struck lorry victim lorry driver killed run vehicle prior incident parked lorry steep road intention unchained lorry
29,died crushed tree victim colleague assigned cutting trees victim cut tree result tree topple another tree caused tree toppled victims head
30,died crushed mobile cranes boom mobile crane carrying works lifting bundle scaffolding victim working within working radius due excessive load crane overturned toppled victim
31,died crushed tree victim colleague assigned cutting trees victim cut tree result tree topple another tree caused tree toppled victims head
32,died falling ravine victim lorry driver found dead believed died due falling ravine lorry
33,died hit mobile crane victim crane operator lifting pile reinforced bar locate one place two building blocks lifting works progress suddenly crane balanced overturned victim crush crane tried got cabin
34,died due exposure hazardous chemical victim found unconscious got cabin incident carrying airconditioner maintenance works
35,died struck bricks victim struck falling bricks lifting tray time tower craned used lift lifting tray height 26 meters
36,died struck pallet victim colleagues removing glass door truck factory still construction work undergoing suddenly pallet containing glass door fell truck hit victim
37,died caught machine incident occured victim tagging name product using designed machine died due got caught two arms machine
38,died crushed forklift unbalanced forklift driven victim caused overturned crush victim
39,died falling 10 metre height victim standing plywood plate carrying plastering works suddenly place standing broken causing fall
40,died falling height victim assigned carry binding plastering works believed slipped fell first lower ground job
41,died hit object fell victim fell due hit broken lifting lug shaft incident took place preparation lifting works using overhead travelling crane otc
42,died crushed wood pallet victim 8 years old children died struck wood pallet attempted climb wood pallet
43,died crushed concrete structure three victims crushed falling concrete structure fell along structure prior incident performing installation works concrete structure
44,died due electrocution died struck eletricity cutting oil palm fruit
45,died struck vehicle victim flagman struck vehicle carrying duty highway
46,died falling height explosion top short fiber storage tank result welding process explosion caused workers thrown fell height 85 meters
47,died falling height accident happened 16th floor victim believed slipped fell elevator pit
48,died due electrocution victim believed carrying works knitting oil palm fruits using aluminium poles hes electrocuted poles got stuck transformer
49,died crushed mechanical buffalo badang victim driving mechanical buffalo loaded oil palm fruit along steep road 15 degree slope vehicle suddenly overturned crash driver
50,died falling height victim fell level 2 hit hook block due broken fly jib mobile crane
51,died hit concrete bold victim crushed concrete wall carrying wall hacking works
52,died stung wasps worker stung wasps
53,died caught goods lift victims head caught frame cage landing door
54,died hit machine tractor hammer structure victim struck structure dismantling top structure modified hammer machine tractor
55,died falling height victim believed fallen trying access higher level climbing scaffolding
56,died pinned tractor incident took place victim hit divider tractor collision caused tractor overturned crash driver
57,died run lorry victim lorry driver died run lorry incident occured driving downhill lorry suddenly brakes malfunctioned jumped lorry instead run lorry
58,died run trailer victim standing drawbar trailer towed tractor believed fallen run trailer
59,died crushed backhoe backhoe overturned fell victim lifting drain block
60,died falling tank 2 workers fallen opening tank filled water works gantry pipe installation welding
61,died due drowning child accompanied guardian found dead bottom pool
62,died pinned steamroller victim carrying road leveling work using steamroller suddenly lost control steamroller caused vehicle fell canal crashed
63,died crushed truck truck driving uphill incident suddenly lost control overturned truck crash victim flung truck incident seated back truck
64,three died due concrete wall collapsed three workers died struck concrete wall collapsed carrying works trench excavation
65,died pinned forklift forklift overturned crash driver carrying work lifting placing jumbo bag
66,died buried trench wall collapsed buried victim prior incident works trench excavation
67,died falling height victim assigned sweep garbage every floor believed fallen high place found lying balcony level 4
68,died struck backhoe victim mechanic carrying maintenance works backhoe backhoe lifted using jack backhoe fallen struck victim due instability position bakhoe
69,died due drowning victim tractor driver carrying land leveling works tractor fell lake
70,died struck tree victim struck tree forest clearing work
71,died due fall roof prior incident victim installing roof trusses colleague believed fallen roof height approximately 18 feet ground
72,died falling height victim carrying work upgrading grill balcony level 4 believed fallen along iron gril welding
73,died insecticide poisoning victim diagnosed organophosphorus finished activities involving handling insecticide
74,died due drowning vehicle skidded fell sea trying make u turn
75,death electric shock victim electrocuted maintenance work
76,died hit shovel victim hit shovel move backwards
77,died crushed forklift forklift overturned fell top victim
78,died faling height 8 years old boy found dead floor believed died due falling 15th floor
79,died falling 6th floor victim patching potholes wall incident standing scaffolds walls opening
80,death electric shock victim electrocuted testing circuit
81,died falling height pile iron rod tube lifted crane hit victim causing fell approximately 9 meters
82,died struck lightning victim killed lightning pouring concrete
83,died buried concrete collapse victim concreting floor support structure formwork fell onto
84,died falling height general worker fell 26th floor performing floor tiles installation
85,died struck rubber wood truck lorry driver died hit rubber wood trying untie knot
86,died caught two brick trucks victim went two moving brick trucks caught
87,died hit lorry victim driving steep road using truck truck hit divider overturned head struck truck
88,died struck circular concrete victim aged 10 playing concrete tube concrete rolled hisher friend concrete tube said slipped fell crushing victims head
89,died due drowning victims carry land clearing work using bulldozer believed drowned falling mine along bulldozer
90,died crushed concrete gate victim struck falling concrete gate due hit lorry
91,died falling height victim fell height 15 meters nailing wood
92,fatal accident involving express bus accident involving express bus occured 3015 km northsouth expressway driver killed 2 passengers injured
93,died falling depth driver fell ravine reversing tractor driver found pinned steering tractor body
94,died falling height victim fallen floor stepped broke
95,died falling height victim fell void area performing installation working platform scaffolding
96,death pinned tractor victims body run tire slipped tractor driving
97,died caught tractor victim died crushed tractor way collect palm fruits
98,died falling height victim fell ground dismantling scaffolding
99,fatal accident involving express bus accident involving express bus occurred 1072km northsouth expressway 3 passengers killed accident
100,falling oil reservoir victim slipped fell reservoir containing hot water oil
101,died falling height victim installing wall cladding building structure fell height 1218 metres
102,died falling height victim fell high place performing duty installing roof hall
103,died pinned containers accident involving local worker caught two containers inspecting seal number container
104,died due drowning victim fell pond collecting water samples laboratory work
105,died crushed collapsing wall incident occured housekeeping works suddenly wall collapsed crash onto victim
106,died caught objects victim found pinned trucks body head time repair works truck
107,death due electrocution victim electrocuted service line installation house utility pole
108,died hit tractor incident victim driving tractor came steep sharp corner lost control tractor result tractor overturned crash onto
109,died struck aluminium formwork 7 kg aluminium plate struck onto victims head pronounced dead hospital
110,died falling height victim believed lost balance boarding hanging platform sudden slight movement platform caused victim slip fell
111,died crushed mirrors accident occured victim crushed 100 pieces mirrors weighing 2 tonnes unloading
112,died falling height victim standing wagon pulled tractor fell ground time tractor made turn victim lost balance causing fall
113,killed moving truck initial investigations revealed victim likely hit truck without noticed truck driver rain morning afternoon caused slippery muddy soil conditions may result victim slipping fell towards moving truck
114,died caught roller conveyer victim instructed supervisor change position uneven conveyor belt adjustable spanner conveyor roller adjuster batching plant operation activity undertaken victim tried clean stones conveyor roller using air hose suddenly victims head hit top conveyor belt air hose caught roller causing victim pulled air hose eventually pinched
115,died due electric shock victim allegedly electrocuted cleaning pipeline new installed air conditioner
116,died due severe burns accident happened due problem top valve pad column 3 l2 section valve could closed victim went alone l2 area afterwards victim suddenly ran back control room fell reaching control room victim believed opened wrong valve
117,died hit lorry contractor died hit lorry
118,died falling scaffolds victims subcontractor employees welding work warehouse door door fell onto scaffold caused victim scaffold fall 10 feet ground
119,died due fire fire incident took place inside building construction victim working inside area found dead
120,death due structural collapse concrete wall building next car wash collapsed struck victim
121,died due caught lift incident occured lift suddenly stopped floor 2 floor 3 victim climbed lift suddenly lift started moving downwards caused victims head caught header car door door hanger landing died scene
122,died hit object victim believed lifting pipe using tractor time incident trying loose chain pipe laid ground suddenly bucket back tractor alighted hit victims head
123,worker electrocuted death victim may suffered electrocution cutting cable running electrical current causing victims left hand stuck cable
124,died right hand cut conveyor belt incident occured victim cleaning wood chips conveyor belt victim close conveyor resulting shirt worn pulled conveyor belt caused victims right hand cut
125,killed thrown tractor seat victim thrown away tractors seat driving steep path
126,died caught objects victim foreign worker pinned gantry crane motor pile iron crane operator didnt realize victim time incident
127,died falling height victim believed died falling height 1080 meters floor level time victim undertaking cleaning works reserve water tank
128,collapse reinforced concrete coping building structure collapsed two workers opening mold rc coping position exactly structure result two workers fall ground one suffered minor injuries another killed structure collapsed
129,died caught crane cabin incident took place victim worked crane operator trying lift 7 tonne vibrohammer using crawler crane suddenly crane overturned trapped operator inside crane cabin
130,died car accident victim way conduct pesticide spraying hit four wheel drive
131,died due electrocution victim found dead due electrocution victim believed middle checking condition lights malfunctioned
132,sky lift overturned roof repairing works victim caught cage sky lift overturned
133,died inhaling toxic gas 2 victims died inhaling toxic gas transfering schedule wastes storage
134,died due suffocation explosion fire broke factory time victim working inside failed escape believed died due suffocation
135,died hit car two workers died hit vehicle atthe time road shoulder fixing lawnmower
136,died buried victim died due suffocation accidentally fell ditch victim digged surrounding earth afterwards fell ditch burying victim
137,died falling height victim fell 24th floor performing installation curtain wall
138,died struck moving object victim carrying visual inspection arailway train suddenly came hit died scene
139,died falling height victim fell height 15 meters coming roof time incident victim replacing roof building
140,killed crushed mechanical buffalo victim died scene due crushed overturned mechanical buffalo hit rock
141,killed electrocution accident victim believed died electrocution performing cutting steel structure works
142,died falling heights victim fell 4th floor building working complained headache incident reported died hospital
143,died falling heights time incident victim working scaffold fell height 12 feet taken hospital treatment pronounced dead afterwards
144,died falling height incident victim carrying works working platform install lift core wall lift pit suddenly working platform collapsed causing victim fall seriously injured victim brought hospital treatment confirmed died following day
145,died crushed lorry incident happenes 830 involved foreign worker died crushed lorry filled fertizilers
146,died pinned incident involved foreign worker died pinned cabin crawler crane fell lifting load
147,died crushed tractor victim foreigner died falling hit tractor victim standing connection tractor water tank
148,died falling heights victim fell height 5 metres repairing floodlights workplace victim taken hospital confirmed dead day later
149,died falling water victim malaysian citizen fell water died incident victim board barge
150,died falling height victim malaysian citizen died falling height 3 metres steel pipe lifted mobile crane struck victim causing victim fall victim died hospital 2 days unconscious
151,died struck falling object victim foreign citizen died jack rods fell onto victim carrying works arranging jack rods
152,died falling height victim died falling ladder carrying works bringing advertising sign shop
153,death suffocation incident victim carrying piling works suddenly piling machine collapsed victim piling machine cabin could escape cabin sinked soft earth
154,death stung wasps victim died stung wasps patroling plantation victim died scene
155,died falling height victim foreign citizen fell height 16 metres carrying works dismantling aluminium formworks victim suffered internal bleedings died way hospital
156,died falling height victim foreign worker fell mobile scaffold wiring works victim died hospital
157,died struck falling object victim foreign citizen died struck falling aluminium sheets victim suffered serious injuries head confirmed dead hospital 2 days treatment
158,died buried victim incident climbed newly dug hole carry works installing sewage pipelines suddenly land rocks buried victim chest victim brought hospital confirmed died due internal injuries
159,died due drowning incident victim together another colleague repairing sand processing machine platform located middle river victim usually crosses river pipeline platform river banks crossing river victim fell river could saved
160,died falling height victim foreign national killed falling lift entrance opening time victim working second floor victims body found lift pit
161,died falling height victim malaysian citizen died falling height approximately 35 metres ladder victim climbing slid fell floor bringing victim victim died 3 days later hospital due internal bleeding brain
162,killed hit lorry victim died hit lorry reversing suddenly time victim situated direcly behind lorry
163,killed struck falling iron rods incident happened around 230 pm victim walking towards work location without realizing suddenly iron rod fell striking victim suffered serious injuries head died scene
164,death drowning approximately 11 engineer died diving installation works catodic protection jetty structure victim given cpr failed rescued
165,died getting caught objects incident happened approximately 445 pm victim died getting caught loading bay rear part trailer
166,killed electrocution accident victim foreign national died electrocution inspection works water pump near factory victim given emergency medical assistance died arriving hospital
167,died due falling heights incident happened approximately around 100 pm involving victim time drilling works installing explosives landslide occured causing victim fall landslide height 100 ft victims death confirmed way hospital
168,died falling tree victim works coconut tree climber coconut picker leaf cutter died fell coconut tree 9 metres high victim unconscious admitted intensive care unit icu confirmed died next day
169,died hit lorry incident victim carrying traffic controlling works road repairing site repairing pavements arranging safety cones road hit reversing lorry victim suffered serious injuries confirmed dead scene
170,killed hit car incident victim construction worker road cutting works installation new traffic lights suddenly car believed driven fast came behind hit victim victim thrown far 30 metres died scene
171,died electrocution around 430 pm two victims carrying installation works copper bar onto wall new grounding system victims electrocuted one died suffered injuries lower part body
172,killed falling dead tree branch around 330 pm victim logger died dead tree branch fell onto carrying logging works
173,died struck falling steel ibeam approximately 235 pm foreign citizen struck steel ibeam transferring steel onto lorry victim suffered serious injuries head died scene brought tengku ampuan hafzan hospital investigation
174,died falling sludge holding tank approximately 645pm 4 year old victim died fell sludge holding tank sewage treatment plant victim believed sneaked plant drainage underneath front gate
175,died vehicle plunges river victim drove bulldozer 40feet wide road height 200 metres 80degree slope said wanted overtake excavator failed hence victim reversed bulldozer plunged straight river found dead scene
176,death due electrocution victim 28year old local citizen died due electrocution installing unifi cables distribution board db situated telephone pole customers house victim later taken selayang hospital actions
177,died crushed tower crane victim civilian crushed death tower crane victim sleeping time died scene crane free standing condition suddenly collapsed onto shop house inhabited victim
178,died crushed container victim foreign worker crushed container lowered mobile crane victim died scene taken hukm investigations
179,dies falling roof incident victim together two workers installing air conditioning pipes roof factory building victim fell due stepping onto broken roof suffered serious injuries died hospital day
180,died crushed iron pipes incident happened around 1015 project site jalan stonor kuala lumpur happened 50th floor victim foreign national descending iron pipes using winch suddenly wire rope winch fell drum hence iron pipes crushed victim nearby victim suffered serious injuries hands well spinal fracture sent kuala lumpur hospital treatment death confirmed 600pm
181,death due electrocution victim 25year old local citizen works welder 2 years experience day incident victim instructed supervisor carry cleaning works plo work area according witnesses victim found lying left side feet welding bad unconscious head bleeding portable socket 3pin plug underneath body victim rushed pontian hospital death confirmed could get treatment
186,died crushed water tank victim foreign worker crushed death water tank sliding tractor victim way home finished poisoning weeds oil palm estate
187,pinched body truck incident victim assisted colleague repairing truck damaged jack system jack fully raised truck body held metal barrier found truck body repair works carried victim sitting long shaft suddenly truck body fell rapidly onto victim victim caught jack truck body died spot victim died due serious bleeding receiving strong blow head
188,died crushed falling object incident occurred approximately 220 pm crane operator lifting concrete pile head put onto trailer victim arranging concrete pile head lifted onto trailer using crawler crane suspended main block big block suddenly single line block small block fell onto victims head victims helmet broke died scene
189,died falling escalator incident occurred 500 pm victim 3 along youngest brother playing near barrier level 2 alongside escalator goes level 1 time victims parents level 2 near scene incident victim believed stood skirt pane outside part time hand placed handrail moving downwards result victim lost balanced fell ground floor spacing hole located barrier return glass escalator height 12 meters victim suffered severe injuries head sent putrajaya hospital day incident treatment sent kuala lumpur hospital hkl due increasingly critical situation death victim confirmed kuala lumpur hospital 6th july 2011 around 130 pm
190,died falling height 02062011 1100 victim one friends cutting tree branches using chainsaw carried man basket lifted crane working height 21 metres victim suddenly fell along man basket ground victim suffered serious injuries head body rushed hospital died shortly admitted intensive care unit sultanah bahiyah alor setar kedah approximately 1030 03062011
191,died rolled logging machine day accident victim worked machine logger driver moving logs measured cut different sizes log cutting division log peeling rotary division victim time working night shift started 700 pm 700 around 715 pm one workers noted machine logger spinning 360 anticlockwise absence driver witness waited machine logger stop spinning aboard machine logger afterwards witness found victim lying side ground victim believed died rolled front tyres machine logger victim sent hospital miri afterwards
192,death due crushed luffing boom two victims one permenant resident another foreign national died due crushed luffing boom tower crane fell unexpectedly incident victims situated crane died scene due severe head injury
193,death due landslide victim 75 malaysian citizen died buried alive landslide incident victim repairs due landslide plantation alone suddenly victim crushed another landslide victim died scene
194,died confined space two victims malaysian citizens died entered confined space incident finishing work cleaning sewerage pipes upon entering confined space caused suffocate become unconscious victims died scene sent hospital autopsy
195,died crushed timber victim 52 malaysian citizen died crushed tree log rolled body incident victim carrying tree cutting works logging area cutting trees timber rolled crushed victim rushed hospital died upon arriving hospital
196,died falling height victim 35 foreign national died fell rooftop height 8 metres incident victim carrying tbeam concrete works one houses still construction works fell ground died scene
197,died falling height victim 31 foreign national died fell segment height 107 metres incident victim carrying works clean wastes building materials elevated road segment cleaning fell uncovered manhole suffered injuries head hand eventually died scene
198,died crushed tractor victim 30 foreign national died crushed tractor incident victim carrying hole closing works road surface driving tractor carrying earth close holes suddenly tractor lost balance fell onto victim
199,death rolled road roller victim 18 malaysian citizen died rolled road roller incident victim carrying road levelling works plantation using roller stopped roller went front see something suddenly roller rolled victim died scene
200,died wedged cages victim 22 foreign national died wedged cages incident victim carrying works pulling cages oil palm fruits sterilizers victim pulling cages ask shoveling help shoveler pushing cages found victim caught cages rushed send victim nearby hospital victim died way hospital
201,death due exploding barrel drums local worker age 30 died barrel drums undergoing welding suddenly exploded incident victim carrying renovation works drums order use diesel oil storage victim welding cover drum drum exploded causing cover fling towards chest face victim rushed nearest hospital died several days receiving treatment
202,died falling ladder local worker age 31 died slipped fell ladder incident victim carrying works change connections street lights victim descending ladder completing work suddenly slipped fell ground height fall 35 metres victim unconscious rushed nearby hospital died 17032011
203,died falling trailer foreign worker age 26 died fell trailer incident victim together tractor driver entered farm collect empty barrels used store mixtures herbicides works spraying finished tractor rode descending hill victim fell trailer hit trailers rear tyre died scene due severe injuries back head
204,died falling height foreign worker age 30 years old died fell height incident victim 8th floor bringing concrete barrel place pour concrete strong winds hit area causing barrel sway hit wooden support 9th floor wooden support broke fell victim tried avoid support causing lose balance fall ground
205,died crushed timber local worker 26 years old died due crushed tree log incident victim excavator driver work placing tree logs onto truck suddenly strong gust wind hit area rotted tree log fell crushed victim victim died way nearest hospital
206,died falling river local worker aged 20 died drowned river incident victim general worker repairs damaged pipeline sand sucker completing repairs victim traversed pipeline go river bank buy food nearby shop suddenly slipped fell river river current fast causing victim swept away drowned
207,died falling portable stairs foreign worker 32 died fell height 5 metres incident victim carrying spraying works material called debond release agent using portable stairs material used facilitate separation joining processes done segments stairs failed move victim tried climb onto one segments upon boarding segment fell died scene due severe head injury
208,died rolled tractor local worker aged 47 died rolled tractor incident sitting mudguard tractor tractor way collect oil palm fruits front part tractor suffered damage screw supports front weight bar tractor broke tractor driver hurriedly stopped tractor causing victim fall victim rolled tractors tyres
209,died falling factory roof local worker aged 47 died fell roof factory 137 metres high victim roof repairs time incident victim accidently stepped thermoplasticpvc part roof roof broke instantly causing victim fall ground died scene due severe head injury
210,death caused sudden floor collapse foreign worker aged 30 years old died floor structure suddenly collapsed incident victim carrying cement leveling work cement pumped onto formwork structure cement poured suddenly structure collapsed victim fell buried concrete victim died spot
211,death caused falling machine foreign worker aged 34 years old died fell wood shredder machine incident given task shredding boards using machine fell machine using whole body disintegrated killing instantly
212,killed tractor commutting workplace victim 28 killed involved accident way workplace
213,hit bulldozer victim 21 killed bulldozer toppled clearing work site
214,fall height victim foreign worker killed falling height incident victim putting silicon windows mirrors unfortunately stepped area mirror installed fell onto skylift
215,fell scaffold victim 23 killed falling scaffold
216,sudden death fainting victim 40 yearswas found death fainting
217,fall height victim 28 years foreign national killed falling 24th floor 6th floor accident victim cleaningclearing works 24th floor
218,scaffold collapsed victim 37 years foreign national killed scaffold collapsed construction site
219,found death confined space six victims killed confined space treated water pumping tank killed due toxic gases
220,hit bulldozer victim 62 years killed hit bulldozer sliding slope
221,hit tractor victim 43 years killed falling tractor incident victim way back finished collecting oil palm fruits
222,falling inside bin victim 25 tahun nepal died falling bin opening incident victim scraping works bin
223,hit excavator victim 27 years indonesia killed hit excavator cleaning activity
224,hit bulldozer victim 14 years killed hit bulldozer incident victim playing near machine
225,found dead toilet victim 40 years found dead toilet worker
226,killed confined space two foreign workers found dead confined space sewage plant incident cleaning works manhole
227,struck tree victim 39 years foreign national killed struck tree logging
228,struck tree victim 55 years killed struck tree logging
229,fall height victim 35 years foreign national killed falling height 7 metres incident victim installing water cooling cables
230,drowned river reconstruction site victim 7 years found drowned river reconstruction site
231,pinched objects victim 45 years killed pinched mobile crane counterweight back trailer body
232,fall height victim 39 years killed falling 3rd floor school building incident victim painting works renovating school building
233,killed repair work victim30 years foreign national killed serious burning welding repair works reactor
234,buried waste disposal victim 44 years buried rubbish local district council waste disposal incident victim collecting cans plastic bottles selling
235,killed sanding calibrator machine victim 35 years foreign national killed struck sanding calibrator door properly closed
236,struck object victim 26 years killed struck tree logging
237,struck object victim 32 years foreign worker killed struck tree logging
238,struck cooling tower fan victim 34 years old foreign worker killed struck cooling tower fan maintenance
